x,y
1962.6666667,-0.01753665
1962.75,-0.00407476
1962.8333333,-0.10421182
1962.9166667,-0.0197417
1963,-0.00508932
1963.0833333,-0.05579688
1963.1666667,0.01440415
1963.25,-0.02345353
1963.3333333,0.05413256
1963.4166667,0.00354149
1963.5,0.00959259
1963.5833333,0.01432622
1963.6666667,0.03377117
1963.75,-0.00754051
1963.8333333,0.02680674
1963.9166667,-0.05313628
1964,-0.02057456
1964.0833333,-0.07136865
1964.1666667,-0.02474947
1964.25,0.03138953
1964.3333333,-0.04066632
1964.4166667,-0.02572531
1964.5,-0.05656731
1964.5833333,0.05819052
1964.6666667,-0.04851473
1964.75,-0.00816173
1964.8333333,0.01293438
1964.9166667,0.01488576
1965,-0.02673007
1965.0833333,0.03792484
1965.1666667,-0.01642848
1965.25,0.03397015
1965.3333333,0.02236123
1965.4166667,-0.01294328
1965.5,-0.16340986
1965.5833333,-0.0809777
1965.6666667,-0.03474854
1965.75,0.02700284
1965.8333333,0.0061957
1965.9166667,0.04447103
1966,0.04087982
1966.0833333,0.03997342
1966.1666667,0.03502076
1966.25,-0.06624631
1966.3333333,0.02544957
1966.4166667,-0.12120717
1966.5,-0.05336572
1966.5833333,-0.03300131
1966.6666667,-0.1066685
1966.75,-0.08782498
1966.8333333,-0.20654128
1966.9166667,-0.05410496
1967,-0.02167905
1967.0833333,-0.0274085
1967.1666667,-0.0725804
1967.25,-0.00863176
1967.3333333,-0.00152597
1967.4166667,0.01392227
1967.5,-0.06198466
1967.5833333,-0.02837509
1967.6666667,0.02907304
1967.75,0.02354394
1967.8333333,-0.03053991
1967.9166667,-0.03066846
1968,0.00159134
1968.0833333,-0.02152331
1968.1666667,-0.03459893
1968.25,-0.11694312
1968.3333333,0.02245332
1968.4166667,-0.02061391
1968.5,0.00822169
1968.5833333,-0.01049623
1968.6666667,-0.02019994
1968.75,-0.00870728
1968.8333333,0.00660634
1968.9166667,-0.00022576
1969,-0.02857454
1969.0833333,-0.03378834
1969.1666667,-0.02503033
1969.25,-0.02256855
1969.3333333,-0.01274491
1969.4166667,0.01158629
1969.5,-0.04735751
1969.5833333,-0.12262451
1969.6666667,-0.08789095
1969.75,0.01326256
1969.8333333,-0.06038219
1969.9166667,0.01656733
1970,-0.01985261
1970.0833333,-0.11018564
1970.1666667,-0.08139629
1970.25,-0.13845301
1970.3333333,-0.09427155
1970.4166667,-0.24058807
1970.5,-0.18762334
1970.5833333,-0.01379573
1970.6666667,-0.06668893
1970.75,-0.06687556
1970.8333333,0.09627156
1970.9166667,-0.05985976
1971,-0.07305842
1971.0833333,0.01775836
1971.1666667,-0.06448822
1971.25,0.03170128
1971.3333333,-0.00998386
1971.4166667,-0.01940864
1971.5,-0.04414564
1971.5833333,-0.10142122
1971.6666667,-0.04506715
1971.75,0.01980991
1971.8333333,-0.05637401
1971.9166667,-0.09198767
1972,0.00850009
1972.0833333,-0.09412266
1972.1666667,-0.03060037
1972.25,-0.01137246
1972.3333333,-0.00295654
1972.4166667,-0.06445359
1972.5,0.006108
1972.5833333,-0.08959187
1972.6666667,0.01435214
1972.75,-0.01895737
1972.8333333,-0.03986215
1972.9166667,-0.01686769
1973,-0.07355568
1973.0833333,-0.05636507
1973.1666667,-0.04829335
1973.25,-0.0307133
1973.3333333,-0.04066848
1973.4166667,-0.11566822
1973.5,-0.19991972
1973.5833333,-0.09645305
1973.6666667,-0.09587568
1973.75,-0.12249973
1973.8333333,-0.05342586
1973.9166667,-0.30129144
1974,-0.13417994
1974.0833333,-0.16222705
1974.1666667,-0.12003827
1974.25,-0.0012885
1974.3333333,-0.04192028
1974.4166667,-0.10176336
1974.5,-0.06936954
1974.5833333,-0.23115673
1974.6666667,-0.1018596
1974.75,-0.11031084
1974.8333333,-0.08565812
1974.9166667,-0.08357406
1975,-0.10467737
1975.0833333,-0.11363563
1975.1666667,-0.07571968
1975.25,-0.1307254
1975.3333333,0.00011554
1975.4166667,-0.06664547
1975.5,0.02342901
1975.5833333,-0.05962827
1975.6666667,-0.12755964
1975.75,-0.08967729
1975.8333333,-0.06496285
1975.9166667,0.00741821
1976,-0.02442816
1976.0833333,-0.06026916
1976.1666667,-0.01850114
1976.25,-0.01869402
1976.3333333,-0.02836403
1976.4166667,-0.09013978
1976.5,-0.0649523
1976.5833333,-0.09137023
1976.6666667,-0.01515904
1976.75,-0.03775239
1976.8333333,-0.08540734
1976.9166667,-0.08199193
1977,-0.02603303
1977.0833333,-0.06248706
1977.1666667,-0.00039705
1977.25,-0.05633423
1977.3333333,-0.01072185
1977.4166667,-0.03332456
1977.5,-0.00864341
1977.5833333,-0.04816932
1977.6666667,-0.0441222
1977.75,-0.04748178
1977.8333333,-0.03260695
1977.9166667,-0.01279571
1978,0.02084873
1978.0833333,-0.04222258
1978.1666667,-0.01929822
1978.25,-0.0104943
1978.3333333,-0.00780383
1978.4166667,0.01785201
1978.5,0.01073519
1978.5833333,-0.04349239
1978.6666667,0.02096417
1978.75,-0.00570674
1978.8333333,-0.10828928
1978.9166667,-0.07491575
1979,-0.03422058
1979.0833333,-0.01441439
1979.1666667,-0.03296427
1979.25,-0.04381288
1979.3333333,0.00478602
1979.4166667,-0.08102735
1979.5,-0.01188102
1979.5833333,0.02263928
1979.6666667,0.01305124
1979.75,-0.07426784
1979.8333333,-0.15447257
1979.9166667,-0.03883258
1980,-0.00920058
1980.0833333,-0.05958447
1980.1666667,-0.09784091
1980.25,-0.14193797
1980.3333333,-0.05117316
1980.4166667,0.03284126
1980.5,-0.01566887
1980.5833333,-0.03519602
1980.6666667,0.00723605
1980.75,-0.04758752
1980.8333333,-0.01239088
1980.9166667,-0.02423485
1981,-0.05639616
1981.0833333,-0.022955
1981.1666667,-0.00758953
1981.25,-0.02136465
1981.3333333,-0.02810852
1981.4166667,0.00737341
1981.5,0.00168118
1981.5833333,-0.017635
1981.6666667,-0.07670137
1981.75,-0.15284444
1981.8333333,-0.04551135
1981.9166667,-0.03161579
1982,-0.0235872
1982.0833333,-0.06997584
1982.1666667,-0.12230555
1982.25,-0.03094867
1982.3333333,0.00482292
1982.4166667,-0.00252187
1982.5,-0.01252549
1982.5833333,0.01259311
1982.6666667,-0.05756179
1982.75,-0.02623568
1982.8333333,-0.04193409
1982.9166667,-0.0044995
1983,0.00074378
1983.0833333,-0.02967754
1983.1666667,0.00850061
1983.25,-0.04780468
1983.3333333,-0.00443029
1983.4166667,-0.078414
1983.5,-0.00060618
1983.5833333,-0.04744859
1983.6666667,-0.04144412
1983.75,-0.02298371
1983.8333333,0.03345522
1983.9166667,0.0142358
1984,-0.0334888
1984.0833333,-0.02523976
1984.1666667,-0.04212642
1984.25,-0.00978825
1984.3333333,-0.08441773
1984.4166667,0.0069702
1984.5,-0.01612901
1984.5833333,-0.02665909
1984.6666667,0.001956
1984.75,-0.01877065
1984.8333333,-0.02985111
1984.9166667,-0.00247417
1985,-0.03583777
1985.0833333,-0.00842203
1985.1666667,-0.01047746
1985.25,0.00590626
1985.3333333,0.00999584
1985.4166667,0.00001819
1985.5,-0.00496769
1985.5833333,-0.02195016
1985.6666667,0.02646338
1985.75,-0.01922887
1985.8333333,-0.01873793
1985.9166667,-0.00198861
1986,-0.01582619
1986.0833333,-0.06553081
1986.1666667,-0.00921187
1986.25,0.00795009
1986.3333333,0.02940505
1986.4166667,0.00523641
1986.5,-0.07055618
1986.5833333,-0.0022449
1986.6666667,-0.02727792
1986.75,-0.00465085
1986.8333333,0.03934875
1986.9166667,0.01649715
1987,0.0110245
1987.0833333,-0.02906565
1987.1666667,0.00543703
1987.25,-0.02364483
1987.3333333,-0.12650465
1987.4166667,0.00526455
1987.5,0.00747138
1987.5833333,0.01875058
1987.6666667,-0.00015615
1987.75,-0.04195455
1987.8333333,-0.46139309
1987.9166667,-0.02511267
1988,-0.10545333
1988.0833333,-0.1109484
1988.1666667,-0.03343106
1988.25,-0.03042102
1988.3333333,0.00875156
1988.4166667,-0.06857307
1988.5,0.00674897
1988.5833333,0.01685973
1988.6666667,-0.02477769
1988.75,-0.02332408
1988.8333333,-0.04266479
1988.9166667,-0.06690988
1989,-0.02435042
1989.0833333,0.01821528
1989.1666667,-0.00258083
1989.25,0.00023623
1989.3333333,-0.02155447
1989.4166667,0.04318282
1989.5,-0.00151688
1989.5833333,0.01780383
1989.6666667,-0.08469806
1989.75,0.02803142
1989.8333333,-0.15739923
1989.9166667,-0.00958282
1990,-0.02158866
1990.0833333,-0.02318927
1990.1666667,-0.0045594
1990.25,-0.02215937
1990.3333333,0.01049288
1990.4166667,0.01135475
1990.5,0.00240538
1990.5833333,-0.02548009
1990.6666667,0.02499549
1990.75,-0.01568082
1990.8333333,0.05201194
1990.9166667,0.02180098
1991,-0.05574597
1991.0833333,0.03895971
1991.1666667,-0.02117548
1991.25,-0.02611774
1991.3333333,0.00646525
1991.4166667,-0.00602298
1991.5,0.04170756
1991.5833333,-0.00134718
1991.6666667,-0.01694843
1991.75,-0.01442521
1991.8333333,-0.0216945
1991.9166667,0.02615505
1992,-0.05322495
1992.0833333,-0.06143841
1992.1666667,-0.03924378
1992.25,-0.03850871
1992.3333333,0.03361364
1992.4166667,0.00132677
1992.5,0.06758739
1992.5833333,-0.03719223
1992.6666667,-0.00579089
1992.75,0.01255941
1992.8333333,-0.05938488
1992.9166667,0.00064743
1993,0.00963242
1993.0833333,0.00477461
1993.1666667,-0.02509457
1993.25,-0.03729353
1993.3333333,0.00301429
1993.4166667,-0.01490565
1993.5,-0.01844268
1993.5833333,-0.02061453
1993.6666667,0.04142405
1993.75,0.02482909
1993.8333333,0.00075057
1993.9166667,0.00755458
1994,0.04937936
1994.0833333,0.03874597
1994.1666667,-0.05098073
1994.25,-0.01678367
1994.3333333,-0.07560195
1994.4166667,-0.03894634
1994.5,-0.07876295
1994.5833333,0.01170539
1994.6666667,-0.01747023
1994.75,0.02057847
1994.8333333,0.02948721
1994.9166667,-0.01550504
1995,-0.03322443
1995.0833333,0.02206376
1995.1666667,0.02359722
1995.25,0.00997984
1995.3333333,0.03159925
1995.4166667,0.00549143
1995.5,-0.02606348
1995.5833333,-0.00695636
1995.6666667,-0.0030699
1995.75,-0.02972287
1995.8333333,-0.00932857
1995.9166667,0.03077631
1996,-0.06585245
1996.0833333,-0.01609792
1996.1666667,0.02427882
1996.25,-0.05203747
1996.3333333,-0.02549752
1996.4166667,0.01176848
1996.5,-0.00949358
1996.5833333,-0.03734964
1996.6666667,0.06342575
1996.75,-0.00120862
1996.8333333,-0.01303466
1996.9166667,-0.00750108
1997,0.01325284
1997.0833333,-0.01692044
1997.1666667,0.00258397
1997.25,-0.00760823
1997.3333333,0.01677277
1997.4166667,0.0275311
1997.5,-0.01008249
1997.5833333,-0.00804429
1997.6666667,-0.05686308
1997.75,-0.02822717
1997.8333333,-0.17146077
1997.9166667,0.02223897
1998,-0.02201878
1998.0833333,-0.04376296
1998.1666667,-0.12042356
1998.25,-0.05873038
1998.3333333,0.04018895
1998.4166667,0.00684522
1998.5,-0.04472599
1998.5833333,-0.05158022
1998.6666667,-0.05091895
1998.75,-0.27513113
1998.8333333,-0.0440454
1998.9166667,0.04823199
1999,-0.14742558
1999.0833333,0.06403785
1999.1666667,-0.08631989
1999.25,-0.06063725
1999.3333333,0.19772335
1999.4166667,-0.13420216
1999.5,0.05777318
1999.5833333,0.06744183
1999.6666667,0.05100526
1999.75,-0.0482927
1999.8333333,0.09791676
1999.9166667,-0.00096325
2000,-0.07468003
2000.0833333,-0.06792833
2000.1666667,-0.04155835
2000.25,-0.00645722
2000.3333333,-0.22487386
2000.4166667,0.06565173
2000.5,-0.1820263
2000.5833333,0.05854429
2000.6666667,-0.07032397
2000.75,-0.17040506
2000.8333333,-0.13566754
2000.9166667,-0.14297821
2001,0.09455287
2001.0833333,-0.12274046
2001.1666667,-0.05092262
2001.25,-0.05356593
2001.3333333,-0.06987601
2001.4166667,0.0995422
2001.5,0.01812214
2001.5833333,-0.05760839
2001.6666667,-0.05918967
2001.75,-0.04001124
2001.8333333,0.06750318
2001.9166667,0.02172982
2002,0.01213315
2002.0833333,-0.06641042
2002.1666667,-0.01288312
2002.25,0.06245949
2002.3333333,-0.10761163
2002.4166667,-0.03307563
2002.5,-0.11723814
2002.5833333,-0.06584271
2002.6666667,-0.02522422
2002.75,-0.16797639
2002.8333333,-0.3082356
2002.9166667,-0.03837434
2003,-0.17782172
2003.0833333,-0.08465907
2003.1666667,-0.03939023
2003.25,-0.10795871
2003.3333333,-0.04887726
2003.4166667,0.02457069
2003.5,-0.01817408
2003.5833333,-0.03600918
2003.6666667,-0.01141802
2003.75,-0.10607313
2003.8333333,-0.03841387
2003.9166667,-0.03986693
2004,-0.02100347
2004.0833333,-0.10874417
2004.1666667,-0.0367117
2004.25,0.02246086
2004.3333333,-0.05308279
2004.4166667,-0.00073459
2004.5,0.05569876
2004.5833333,-0.02545175
2004.6666667,-0.00230102
2004.75,-0.03196269
2004.8333333,0.01158601
2004.9166667,-0.02955091
2005,-0.06775589
2005.0833333,-0.00726864
2005.1666667,-0.05554753
2005.25,-0.01899739
2005.3333333,-0.12408557
2005.4166667,0.00727552
2005.5,0.00494863
2005.5833333,0.03251257
2005.6666667,-0.01193192
2005.75,-0.02287011
2005.8333333,-0.04636212
2005.9166667,0.08811102
2006,-0.03004014
2006.0833333,-0.05891448
2006.1666667,-0.05821992
2006.25,-0.01029733
2006.3333333,0.00730966
2006.4166667,-0.02280716
2006.5,-0.06740162
2006.5833333,0.00383766
2006.6666667,0.0152362
2006.75,-0.05998807
2006.8333333,0.03215512
2006.9166667,-0.01067151
2007,0.03250448
2007.0833333,0.04154621
2007.1666667,0.00252974
2007.25,-0.03559176
2007.3333333,-0.01302164
2007.4166667,0.02895535
2007.5,0.05694429
2007.5833333,0.00100051
2007.6666667,-0.15171928
2007.75,-0.04735408
2007.8333333,-0.19054232
2007.9166667,-0.16253728
2008,-0.03755896
2008.0833333,-0.16003921
2008.1666667,0.08547873
2008.25,-0.26860734
2008.3333333,0.03058907
2008.4166667,-0.01966367
2008.5,-0.09083879
2008.5833333,-0.17488113
2008.6666667,-0.0046574
2008.75,-0.08915125
2008.8333333,-0.23063104
2008.9166667,0.07285696
2009,-0.29283337
2009.0833333,-0.07537144
2009.1666667,-0.04120228
2009.25,-0.10013407
2009.3333333,-0.09567185
2009.4166667,-0.06379784
2009.5,-0.03886443
2009.5833333,0.0795118
2009.6666667,-0.01402354
2009.75,0.00985078
2009.8333333,-0.05795905
2009.9166667,-0.02919912
2010,0.12457122
2010.0833333,0.06031258
2010.1666667,0.01807609
2010.25,0.01571854
2010.3333333,-0.04557385
2010.4166667,-0.07651245
2010.5,-0.05553219
2010.5833333,-0.00955588
2010.6666667,0.00480047
2010.75,-0.03401535
2010.8333333,-0.04475989
2010.9166667,-0.00996265
2011,0.02135295
2011.0833333,-0.00684602
2011.1666667,-0.0112051
2011.25,-0.03223727
